レシート番号,支店,性別,年代,曜日,日付,時刻,時間帯,レシート金額,商品名,購入商品数,商品順,単品購入,朝の購入,昼の購入,夜の購入,平日,土日,若年層,中年層,高年層,低額,中額,高額,カテゴリ,商品単価
R0402,北区,男性,10代,水,2024/08/08,11:59,昼,910,ジュース,4,4,0,0,1,0,1,0,1,0,0,0,1,0,飲み物,170
R0403,北区,男性,30代,日,2024/12/26,10:02,朝,780,牛乳,3,1,0,1,0,0,0,1,0,1,0,0,0,1,主食・基本食品,330
R0403,北区,男性,30代,日,2024/12/26,10:02,朝,780,卵,3,2,0,1,0,0,0,1,0,1,0,0,0,1,主食・基本食品,240
R0403,北区,男性,30代,日,2024/12/26,10:02,朝,780,パン,3,3,0,1,0,0,0,1,0,1,0,0,0,1,主食・基本食品,210
R0404,北区,女性,30代,水,2024/11/06,08:02,朝,120,お茶,1,1,1,1,0,0,1,0,0,1,0,1,0,0,飲み物,120
R0405,北区,女性,50代,水,2024/11/23,19:07,夜,190,ヨーグルト,1,1,1,0,0,1,1,0,0,0,1,1,0,0,健康食品,190
R0406,北区,男性,20代,土,2024/08/23,19:53,夜,360,洗剤,2,1,0,0,0,1,0,1,1,0,0,1,0,0,掃除・衛生用品,150
R0406,北区,男性,20代,土,2024/08/23,19:53,夜,360,チョコレート,2,2,0,0,0,1,0,1,1,0,0,1,0,0,お菓子・スナック,210
R0407,北区,女性,40代,金,2024/12/10,20:14,夜,590,卵,3,1,0,0,0,1,1,0,0,1,0,0,1,0,主食・基本食品,240
R0407,北区,女性,40代,金,2024/12/10,20:14,夜,590,おにぎり,3,2,0,0,0,1,1,0,0,1,0,0,1,0,主食・基本食品,140
R0407,北区,女性,40代,金,2024/12/10,20:14,夜,590,パン,3,3,0,0,0,1,1,0,0,1,0,0,1,0,主食・基本食品,210
R0408,北区,女性,10代,水,2024/04/24,11:39,昼,450,パン,2,1,0,0,1,0,1,0,1,0,0,1,0,0,主食・基本食品,210
R0408,北区,女性,10代,水,2024/04/24,11:39,昼,450,卵,2,2,0,0,1,0,1,0,1,0,0,1,0,0,主食・基本食品,240
R0409,北区,男性,20代,土,2024/09/11,12:55,昼,980,卵,4,1,0,0,1,0,0,1,1,0,0,0,0,1,主食・基本食品,240
R0409,北区,男性,20代,土,2024/09/11,12:55,昼,980,おにぎり,4,2,0,0,1,0,0,1,1,0,0,0,0,1,主食・基本食品,140
R0409,北区,男性,20代,土,2024/09/11,12:55,昼,980,牛乳,4,3,0,0,1,0,0,1,1,0,0,0,0,1,主食・基本食品,330
R0409,北区,男性,20代,土,2024/09/11,12:55,昼,980,フルーツ,4,4,0,0,1,0,0,1,1,0,0,0,0,1,健康食品,270
R0410,北区,女性,20代,水,2024/09/21,11:03,昼,910,コーヒー,4,1,0,0,1,0,1,0,1,0,0,0,0,1,飲み物,170
R0410,北区,女性,20代,水,2024/09/21,11:03,昼,910,お茶,4,2,0,0,1,0,1,0,1,0,0,0,0,1,飲み物,120
R0410,北区,女性,20代,水,2024/09/21,11:03,昼,910,ジュース,4,3,0,0,1,0,1,0,1,0,0,0,0,1,飲み物,170
R0410,北区,女性,20代,水,2024/09/21,11:03,昼,910,サンドイッチ,4,4,0,0,1,0,1,0,1,0,0,0,0,1,インスタント食品,450
R0411,北区,女性,50代,火,2024/06/11,21:09,夜,1130,歯ブラシ,4,1,0,0,0,1,1,0,0,0,1,0,0,1,パーソナルケア,300
R0411,北区,女性,50代,火,2024/06/11,21:09,夜,1130,ティッシュ,4,2,0,0,0,1,1,0,0,0,1,0,0,1,掃除・衛生用品,390
R0411,北区,女性,50代,火,2024/06/11,21:09,夜,1130,シャンプー,4,3,0,0,0,1,1,0,0,0,1,0,0,1,パーソナルケア,110
R0411,北区,女性,50代,火,2024/06/11,21:09,夜,1130,トイレットペーパー,4,4,0,0,0,1,1,0,0,0,1,0,0,1,掃除・衛生用品,330
R0412,北区,男性,30代,金,2024/02/11,09:32,朝,820,トイレットペーパー,3,1,0,1,0,0,1,0,0,1,0,0,1,0,掃除・衛生用品,330
R0412,北区,男性,30代,金,2024/02/11,09:32,朝,820,歯ブラシ,3,2,0,1,0,0,1,0,0,1,0,0,1,0,パーソナルケア,300
R0412,北区,男性,30代,金,2024/02/11,09:32,朝,820,肉まん,3,3,0,1,0,0,1,0,0,1,0,0,1,0,インスタント食品,190
R0413,北区,男性,10代,日,2024/01/09,16:47,昼,1110,おにぎり,5,1,0,0,1,0,0,1,1,0,0,0,0,1,主食・基本食品,140
R0413,北区,男性,10代,日,2024/01/09,16:47,昼,1110,パン,5,2,0,0,1,0,0,1,1,0,0,0,0,1,主食・基本食品,210
R0413,北区,男性,10代,日,2024/01/09,16:47,昼,1110,卵,5,3,0,0,1,0,0,1,1,0,0,0,0,1,主食・基本食品,240
R0413,北区,男性,10代,日,2024/01/09,16:47,昼,1110,牛乳,5,4,0,0,1,0,0,1,1,0,0,0,0,1,主食・基本食品,330
R0413,北区,男性,10代,日,2024/01/09,16:47,昼,1110,ヨーグルト,5,5,0,0,1,0,0,1,1,0,0,0,0,1,健康食品,190
R0414,北区,男性,30代,木,2024/10/05,15:06,昼,330,牛乳,1,1,1,0,1,0,1,0,0,1,0,1,0,0,主食・基本食品,330
R0415,北区,女性,40代,金,2024/06/18,12:24,昼,940,コーヒー,4,1,0,0,1,0,1,0,0,1,0,0,0,1,飲み物,170
R0415,北区,女性,40代,金,2024/06/18,12:24,昼,940,ジュース,4,2,0,0,1,0,1,0,0,1,0,0,0,1,飲み物,170
R0415,北区,女性,40代,金,2024/06/18,12:24,昼,940,サンドイッチ,4,3,0,0,1,0,1,0,0,1,0,0,0,1,インスタント食品,450
R0415,北区,女性,40代,金,2024/06/18,12:24,昼,940,アイス,4,4,0,0,1,0,1,0,0,1,0,0,0,1,お菓子・スナック,150
R0416,北区,男性,30代,水,2024/09/23,14:13,昼,490,コーヒー,3,1,0,0,1,0,1,0,0,1,0,0,1,0,飲み物,170
R0416,北区,男性,30代,水,2024/09/23,14:13,昼,490,ジュース,3,2,0,0,1,0,1,0,0,1,0,0,1,0,飲み物,170
R0416,北区,男性,30代,水,2024/09/23,14:13,昼,490,アイス,3,3,0,0,1,0,1,0,0,1,0,0,1,0,お菓子・スナック,150
R0417,北区,男性,40代,土,2024/07/18,16:35,昼,950,歯ブラシ,4,1,0,0,1,0,0,1,0,1,0,0,0,1,パーソナルケア,300
R0417,北区,男性,40代,土,2024/07/18,16:35,昼,950,洗剤,4,2,0,0,1,0,0,1,0,1,0,0,0,1,掃除・衛生用品,150
R0417,北区,男性,40代,土,2024/07/18,16:35,昼,950,シャンプー,4,3,0,0,1,0,0,1,0,1,0,0,0,1,パーソナルケア,110
R0417,北区,男性,40代,土,2024/07/18,16:35,昼,950,ティッシュ,4,4,0,0,1,0,0,1,0,1,0,0,0,1,掃除・衛生用品,390
R0418,北区,男性,40代,月,2024/12/20,12:55,昼,1430,卵,5,1,0,0,1,0,1,0,0,1,0,0,0,1,主食・基本食品,240
R0418,北区,男性,40代,月,2024/12/20,12:55,昼,1430,牛乳,5,2,0,0,1,0,1,0,0,1,0,0,0,1,主食・基本食品,330
R0418,北区,男性,40代,月,2024/12/20,12:55,昼,1430,おにぎり,5,3,0,0,1,0,1,0,0,1,0,0,0,1,主食・基本食品,140
R0418,北区,男性,40代,月,2024/12/20,12:55,昼,1430,パン,5,4,0,0,1,0,1,0,0,1,0,0,0,1,主食・基本食品,210
R0418,北区,男性,40代,月,2024/12/20,12:55,昼,1430,弁当,5,5,0,0,1,0,1,0,0,1,0,0,0,1,主食・基本食品,510
R0419,北区,男性,40代,日,2024/03/14,22:20,夜,450,サンドイッチ,1,1,1,0,0,1,0,1,0,1,0,1,0,0,インスタント食品,450
R0420,北区,女性,60代以上,土,2024/05/20,11:54,昼,150,洗剤,1,1,1,0,1,0,0,1,0,0,1,1,0,0,掃除・衛生用品,150
R0421,北区,男性,30代,火,2024/07/24,20:22,夜,470,栄養ドリンク,2,1,0,0,0,1,1,0,0,1,0,1,0,0,飲み物,180
R0421,北区,男性,30代,火,2024/07/24,20:22,夜,470,サラダ,2,2,0,0,0,1,1,0,0,1,0,1,0,0,健康食品,290
R0422,北区,男性,40代,木,2024/05/23,11:10,昼,330,トイレットペーパー,1,1,1,0,1,0,1,0,0,1,0,1,0,0,掃除・衛生用品,330
R0423,北区,男性,10代,木,2024/03/09,14:45,昼,720,トイレットペーパー,2,1,0,0,1,0,1,0,1,0,0,0,1,0,掃除・衛生用品,330
R0423,北区,男性,10代,木,2024/03/09,14:45,昼,720,ティッシュ,2,2,0,0,1,0,1,0,1,0,0,0,1,0,掃除・衛生用品,390
R0424,北区,男性,60代以上,木,2024/08/07,19:40,夜,1620,ティッシュ,5,1,0,0,0,1,1,0,0,0,1,0,0,1,掃除・衛生用品,390
R0424,北区,男性,60代以上,木,2024/08/07,19:40,夜,1620,洗剤,5,2,0,0,0,1,1,0,0,0,1,0,0,1,掃除・衛生用品,150
R0424,北区,男性,60代以上,木,2024/08/07,19:40,夜,1620,トイレットペーパー,5,3,0,0,0,1,1,0,0,0,1,0,0,1,掃除・衛生用品,330
R0424,北区,男性,60代以上,木,2024/08/07,19:40,夜,1620,歯ブラシ,5,4,0,0,0,1,1,0,0,0,1,0,0,1,パーソナルケア,300
R0424,北区,男性,60代以上,木,2024/08/07,19:40,夜,1620,サンドイッチ,5,5,0,0,0,1,1,0,0,0,1,0,0,1,インスタント食品,450
R0425,北区,女性,20代,木,2024/11/30,10:08,朝,950,コーヒー,4,1,0,1,0,0,1,0,1,0,0,0,1,0,飲み物,170
R0425,北区,女性,20代,木,2024/11/30,10:08,朝,950,サンドイッチ,4,2,0,1,0,0,1,0,1,0,0,0,1,0,インスタント食品,450
R0425,北区,女性,20代,木,2024/11/30,10:08,朝,950,お茶,4,3,0,1,0,0,1,0,1,0,0,0,1,0,飲み物,120
R0425,北区,女性,20代,木,2024/11/30,10:08,朝,950,パン,4,4,0,1,0,0,1,0,1,0,0,0,1,0,主食・基本食品,210
R0426,北区,男性,40代,土,2024/11/09,17:02,夜,790,ジュース,3,1,0,0,0,1,0,1,0,1,0,0,0,1,飲み物,170
R0426,北区,男性,40代,土,2024/11/09,17:02,夜,790,サンドイッチ,3,2,0,0,0,1,0,1,0,1,0,0,0,1,インスタント食品,450
R0426,北区,男性,40代,土,2024/11/09,17:02,夜,790,コーヒー,3,3,0,0,0,1,0,1,0,1,0,0,0,1,飲み物,170
R0427,北区,男性,10代,木,2024/04/19,07:39,朝,1160,ティッシュ,5,1,0,1,0,0,1,0,1,0,0,0,0,1,掃除・衛生用品,390
R0427,北区,男性,10代,木,2024/04/19,07:39,朝,1160,シャンプー,5,2,0,1,0,0,1,0,1,0,0,0,0,1,パーソナルケア,110
R0427,北区,男性,10代,木,2024/04/19,07:39,朝,1160,洗剤,5,3,0,1,0,0,1,0,1,0,0,0,0,1,掃除・衛生用品,150
R0427,北区,男性,10代,木,2024/04/19,07:39,朝,1160,トイレットペーパー,5,4,0,1,0,0,1,0,1,0,0,0,0,1,掃除・衛生用品,330
R0427,北区,男性,10代,木,2024/04/19,07:39,朝,1160,栄養ドリンク,5,5,0,1,0,0,1,0,1,0,0,0,0,1,飲み物,180
R0428,北区,女性,40代,金,2024/11/07,20:31,夜,1130,シャンプー,4,1,0,0,0,1,1,0,0,1,0,0,0,1,パーソナルケア,110
R0428,北区,女性,40代,金,2024/11/07,20:31,夜,1130,トイレットペーパー,4,2,0,0,0,1,1,0,0,1,0,0,0,1,掃除・衛生用品,330
R0428,北区,女性,40代,金,2024/11/07,20:31,夜,1130,歯ブラシ,4,3,0,0,0,1,1,0,0,1,0,0,0,1,パーソナルケア,300
R0428,北区,女性,40代,金,2024/11/07,20:31,夜,1130,ティッシュ,4,4,0,0,0,1,1,0,0,1,0,0,0,1,掃除・衛生用品,390
R0429,北区,男性,50代,月,2024/09/07,16:41,昼,830,トイレットペーパー,3,1,0,0,1,0,1,0,0,0,1,0,1,0,掃除・衛生用品,330
R0429,北区,男性,50代,月,2024/09/07,16:41,昼,830,シャンプー,3,2,0,0,1,0,1,0,0,0,1,0,1,0,パーソナルケア,110
R0429,北区,男性,50代,月,2024/09/07,16:41,昼,830,ティッシュ,3,3,0,0,1,0,1,0,0,0,1,0,1,0,掃除・衛生用品,390
R0430,北区,女性,10代,月,2024/02/27,13:28,昼,920,卵,4,1,0,0,1,0,1,0,1,0,0,0,0,1,主食・基本食品,240
R0430,北区,女性,10代,月,2024/02/27,13:28,昼,920,牛乳,4,2,0,0,1,0,1,0,1,0,0,0,0,1,主食・基本食品,330
R0430,北区,女性,10代,月,2024/02/27,13:28,昼,920,おにぎり,4,3,0,0,1,0,1,0,1,0,0,0,0,1,主食・基本食品,140
R0430,北区,女性,10代,月,2024/02/27,13:28,昼,920,チョコレート,4,4,0,0,1,0,1,0,1,0,0,0,0,1,お菓子・スナック,210
R0431,北区,女性,30代,火,2024/06/07,19:02,夜,910,コーヒー,4,1,0,0,0,1,1,0,0,1,0,0,1,0,飲み物,170
R0431,北区,女性,30代,火,2024/06/07,19:02,夜,910,ジュース,4,2,0,0,0,1,1,0,0,1,0,0,1,0,飲み物,170
R0431,北区,女性,30代,火,2024/06/07,19:02,夜,910,お茶,4,3,0,0,0,1,1,0,0,1,0,0,1,0,飲み物,120
R0431,北区,女性,30代,火,2024/06/07,19:02,夜,910,サンドイッチ,4,4,0,0,0,1,1,0,0,1,0,0,1,0,インスタント食品,450
R0432,北区,男性,60代以上,水,2024/09/25,11:20,昼,780,卵,3,1,0,0,1,0,1,0,0,0,1,1,0,0,主食・基本食品,240
R0432,北区,男性,60代以上,水,2024/09/25,11:20,昼,780,パン,3,2,0,0,1,0,1,0,0,0,1,1,0,0,主食・基本食品,210
R0432,北区,男性,60代以上,水,2024/09/25,11:20,昼,780,牛乳,3,3,0,0,1,0,1,0,0,0,1,1,0,0,主食・基本食品,330
R0433,北区,女性,50代,金,2024/01/28,13:39,昼,820,ヨーグルト,4,1,0,0,1,0,1,0,0,0,1,0,0,1,健康食品,190
R0433,北区,女性,50代,金,2024/01/28,13:39,昼,820,野菜ジュース,4,2,0,0,1,0,1,0,0,0,1,0,0,1,飲み物,180
R0433,北区,女性,50代,金,2024/01/28,13:39,昼,820,栄養ドリンク,4,3,0,0,1,0,1,0,0,0,1,0,0,1,飲み物,180
R0433,北区,女性,50代,金,2024/01/28,13:39,昼,820,フルーツ,4,4,0,0,1,0,1,0,0,0,1,0,0,1,健康食品,270
R0434,北区,女性,50代,火,2024/01/18,12:08,昼,920,牛乳,4,1,0,0,1,0,1,0,0,0,1,0,0,1,主食・基本食品,330
R0434,北区,女性,50代,火,2024/01/18,12:08,昼,920,パン,4,2,0,0,1,0,1,0,0,0,1,0,0,1,主食・基本食品,210
R0434,北区,女性,50代,火,2024/01/18,12:08,昼,920,おにぎり,4,3,0,0,1,0,1,0,0,0,1,0,0,1,主食・基本食品,140
R0434,北区,女性,50代,火,2024/01/18,12:08,昼,920,卵,4,4,0,0,1,0,1,0,0,0,1,0,0,1,主食・基本食品,240
R0435,北区,女性,10代,火,2024/12/20,16:23,昼,730,歯ブラシ,4,1,0,0,1,0,1,0,1,0,0,0,0,1,パーソナルケア,300
R0435,北区,女性,10代,火,2024/12/20,16:23,昼,730,洗剤,4,2,0,0,1,0,1,0,1,0,0,0,0,1,掃除・衛生用品,150
R0435,北区,女性,10代,火,2024/12/20,16:23,昼,730,シャンプー,4,3,0,0,1,0,1,0,1,0,0,0,0,1,パーソナルケア,110
R0435,北区,女性,10代,火,2024/12/20,16:23,昼,730,ジュース,4,4,0,0,1,0,1,0,1,0,0,0,0,1,飲み物,170
R0436,北区,女性,20代,火,2024/02/09,09:59,朝,290,コーヒー,2,1,0,1,0,0,1,0,1,0,0,0,1,0,飲み物,170
R0436,北区,女性,20代,火,2024/02/09,09:59,朝,290,お茶,2,2,0,1,0,0,1,0,1,0,0,0,1,0,飲み物,120
R0437,北区,女性,10代,木,2024/02/14,13:33,昼,380,おにぎり,2,1,0,0,1,0,1,0,1,0,0,1,0,0,主食・基本食品,140
R0437,北区,女性,10代,木,2024/02/14,13:33,昼,380,卵,2,2,0,0,1,0,1,0,1,0,0,1,0,0,主食・基本食品,240
R0438,北区,女性,60代以上,土,2024/04/20,21:24,夜,300,歯ブラシ,1,1,1,0,0,1,0,1,0,0,1,1,0,0,パーソナルケア,300
R0439,北区,女性,30代,日,2024/11/11,21:14,夜,740,お茶,3,1,0,0,0,1,0,1,0,1,0,0,1,0,飲み物,120
R0439,北区,女性,30代,日,2024/11/11,21:14,夜,740,サンドイッチ,3,2,0,0,0,1,0,1,0,1,0,0,1,0,インスタント食品,450
R0439,北区,女性,30代,日,2024/11/11,21:14,夜,740,コーヒー,3,3,0,0,0,1,0,1,0,1,0,0,1,0,飲み物,170
R0440,北区,男性,20代,金,2024/09/19,20:55,夜,1020,ティッシュ,3,1,0,0,0,1,1,0,1,0,0,0,1,0,掃除・衛生用品,390
R0440,北区,男性,20代,金,2024/09/19,20:55,夜,1020,トイレットペーパー,3,2,0,0,0,1,1,0,1,0,0,0,1,0,掃除・衛生用品,330
R0440,北区,男性,20代,金,2024/09/19,20:55,夜,1020,歯ブラシ,3,3,0,0,0,1,1,0,1,0,0,0,1,0,パーソナルケア,300
R0441,北区,男性,60代以上,水,2024/12/23,12:59,昼,950,洗剤,4,1,0,0,1,0,1,0,0,0,1,0,1,0,掃除・衛生用品,150
R0441,北区,男性,60代以上,水,2024/12/23,12:59,昼,950,歯ブラシ,4,2,0,0,1,0,1,0,0,0,1,0,1,0,パーソナルケア,300
R0441,北区,男性,60代以上,水,2024/12/23,12:59,昼,950,ティッシュ,4,3,0,0,1,0,1,0,0,0,1,0,1,0,掃除・衛生用品,390
R0441,北区,男性,60代以上,水,2024/12/23,12:59,昼,950,シャンプー,4,4,0,0,1,0,1,0,0,0,1,0,1,0,パーソナルケア,110
R0442,北区,男性,50代,日,2024/06/13,09:09,朝,150,洗剤,1,1,1,1,0,0,0,1,0,0,1,1,0,0,掃除・衛生用品,150
R0443,北区,男性,50代,火,2024/04/10,19:10,夜,620,コーヒー,2,1,0,0,0,1,1,0,0,0,1,1,0,0,飲み物,170
R0443,北区,男性,50代,火,2024/04/10,19:10,夜,620,サンドイッチ,2,2,0,0,0,1,1,0,0,0,1,1,0,0,インスタント食品,450
R0444,北区,男性,10代,水,2024/11/01,17:28,夜,290,ジュース,2,1,0,0,0,1,1,0,1,0,0,1,0,0,飲み物,170
R0444,北区,男性,10代,水,2024/11/01,17:28,夜,290,お茶,2,2,0,0,0,1,1,0,1,0,0,1,0,0,飲み物,120
R0445,北区,女性,50代,金,2024/06/28,14:04,昼,1020,ティッシュ,3,1,0,0,1,0,1,0,0,0,1,1,0,0,掃除・衛生用品,390
R0445,北区,女性,50代,金,2024/06/28,14:04,昼,1020,歯ブラシ,3,2,0,0,1,0,1,0,0,0,1,1,0,0,パーソナルケア,300
R0445,北区,女性,50代,金,2024/06/28,14:04,昼,1020,トイレットペーパー,3,3,0,0,1,0,1,0,0,0,1,1,0,0,掃除・衛生用品,330
R0446,北区,女性,30代,月,2024/11/23,20:10,夜,1220,卵,5,1,0,0,0,1,1,0,0,1,0,0,1,0,主食・基本食品,240
R0446,北区,女性,30代,月,2024/11/23,20:10,夜,1220,おにぎり,5,2,0,0,0,1,1,0,0,1,0,0,1,0,主食・基本食品,140
R0446,北区,女性,30代,月,2024/11/23,20:10,夜,1220,パン,5,3,0,0,0,1,1,0,0,1,0,0,1,0,主食・基本食品,210
R0446,北区,女性,30代,月,2024/11/23,20:10,夜,1220,牛乳,5,4,0,0,0,1,1,0,0,1,0,0,1,0,主食・基本食品,330
R0446,北区,女性,30代,月,2024/11/23,20:10,夜,1220,冷凍食品,5,5,0,0,0,1,1,0,0,1,0,0,1,0,インスタント食品,300
R0447,北区,女性,50代,木,2024/09/09,18:29,夜,690,栄養ドリンク,3,1,0,0,0,1,1,0,0,0,1,0,1,0,飲み物,180
R0447,北区,女性,50代,木,2024/09/09,18:29,夜,690,フルーツ,3,2,0,0,0,1,1,0,0,0,1,0,1,0,健康食品,270
R0447,北区,女性,50代,木,2024/09/09,18:29,夜,690,卵,3,3,0,0,0,1,1,0,0,0,1,0,1,0,主食・基本食品,240
R0448,北区,男性,20代,日,2024/04/25,15:42,昼,550,アイス,3,1,0,0,1,0,0,1,1,0,0,0,1,0,お菓子・スナック,150
R0448,北区,男性,20代,日,2024/04/25,15:42,昼,550,チョコレート,3,2,0,0,1,0,0,1,1,0,0,0,1,0,お菓子・スナック,210
R0448,北区,男性,20代,日,2024/04/25,15:42,昼,550,肉まん,3,3,0,0,1,0,0,1,1,0,0,0,1,0,インスタント食品,190
R0449,北区,男性,20代,火,2024/12/30,12:36,昼,1170,洗剤,4,1,0,0,1,0,1,0,1,0,0,0,0,1,掃除・衛生用品,150
R0449,北区,男性,20代,火,2024/12/30,12:36,昼,1170,歯ブラシ,4,2,0,0,1,0,1,0,1,0,0,0,0,1,パーソナルケア,300
R0449,北区,男性,20代,火,2024/12/30,12:36,昼,1170,トイレットペーパー,4,3,0,0,1,0,1,0,1,0,0,0,0,1,掃除・衛生用品,330
R0449,北区,男性,20代,火,2024/12/30,12:36,昼,1170,ティッシュ,4,4,0,0,1,0,1,0,1,0,0,0,0,1,掃除・衛生用品,390
R0450,北区,女性,50代,土,2024/09/21,22:03,夜,330,トイレットペーパー,1,1,1,0,0,1,0,1,0,0,1,1,0,0,掃除・衛生用品,330
R0451,北区,男性,20代,月,2024/08/19,12:58,昼,120,お茶,1,1,1,0,1,0,1,0,1,0,0,1,0,0,飲み物,120
R0452,北区,男性,20代,木,2024/11/13,18:19,夜,1130,歯ブラシ,4,1,0,0,0,1,1,0,1,0,0,0,0,1,パーソナルケア,300
R0452,北区,男性,20代,木,2024/11/13,18:19,夜,1130,シャンプー,4,2,0,0,0,1,1,0,1,0,0,0,0,1,パーソナルケア,110
R0452,北区,男性,20代,木,2024/11/13,18:19,夜,1130,ティッシュ,4,3,0,0,0,1,1,0,1,0,0,0,0,1,掃除・衛生用品,390
R0452,北区,男性,20代,木,2024/11/13,18:19,夜,1130,トイレットペーパー,4,4,0,0,0,1,1,0,1,0,0,0,0,1,掃除・衛生用品,330
R0453,北区,男性,50代,火,2024/05/04,21:14,夜,510,お茶,2,1,0,0,0,1,1,0,0,0,1,0,1,0,飲み物,120
R0453,北区,男性,50代,火,2024/05/04,21:14,夜,510,ティッシュ,2,2,0,0,0,1,1,0,0,0,1,0,1,0,掃除・衛生用品,390
R0454,北区,男性,60代以上,金,2024/10/15,19:18,夜,400,洗剤,3,1,0,0,0,1,1,0,0,0,1,0,1,0,掃除・衛生用品,150
R0454,北区,男性,60代以上,金,2024/10/15,19:18,夜,400,シャンプー,3,2,0,0,0,1,1,0,0,0,1,0,1,0,パーソナルケア,110
R0454,北区,男性,60代以上,金,2024/10/15,19:18,夜,400,おにぎり,3,3,0,0,0,1,1,0,0,0,1,0,1,0,主食・基本食品,140
R0455,北区,男性,40代,金,2024/11/11,11:05,昼,410,ジュース,2,1,0,0,1,0,1,0,0,1,0,0,1,0,飲み物,170
R0455,北区,男性,40代,金,2024/11/11,11:05,昼,410,卵,2,2,0,0,1,0,1,0,0,1,0,0,1,0,主食・基本食品,240
R0456,北区,女性,50代,金,2024/12/24,17:09,夜,540,トイレットペーパー,2,1,0,0,0,1,1,0,0,0,1,0,1,0,掃除・衛生用品,330
R0456,北区,女性,50代,金,2024/12/24,17:09,夜,540,パン,2,2,0,0,0,1,1,0,0,0,1,0,1,0,主食・基本食品,210
R0457,北区,女性,30代,水,2024/09/12,13:13,昼,1030,おにぎり,5,1,0,0,1,0,1,0,0,1,0,0,0,1,主食・基本食品,140
R0457,北区,女性,30代,水,2024/09/12,13:13,昼,1030,牛乳,5,2,0,0,1,0,1,0,0,1,0,0,0,1,主食・基本食品,330
R0457,北区,女性,30代,水,2024/09/12,13:13,昼,1030,卵,5,3,0,0,1,0,1,0,0,1,0,0,0,1,主食・基本食品,240
R0457,北区,女性,30代,水,2024/09/12,13:13,昼,1030,パン,5,4,0,0,1,0,1,0,0,1,0,0,0,1,主食・基本食品,210
R0457,北区,女性,30代,水,2024/09/12,13:13,昼,1030,ポテトチップス,5,5,0,0,1,0,1,0,0,1,0,0,0,1,お菓子・スナック,110
R0458,北区,女性,50代,火,2024/09/21,15:49,昼,920,パン,4,1,0,0,1,0,1,0,0,0,1,0,1,0,主食・基本食品,210
R0458,北区,女性,50代,火,2024/09/21,15:49,昼,920,卵,4,2,0,0,1,0,1,0,0,0,1,0,1,0,主食・基本食品,240
R0458,北区,女性,50代,火,2024/09/21,15:49,昼,920,牛乳,4,3,0,0,1,0,1,0,0,0,1,0,1,0,主食・基本食品,330
R0458,北区,女性,50代,火,2024/09/21,15:49,昼,920,おにぎり,4,4,0,0,1,0,1,0,0,0,1,0,1,0,主食・基本食品,140
R0459,北区,男性,60代以上,月,2024/07/28,15:45,昼,920,コーヒー,4,1,0,0,1,0,1,0,0,0,1,0,0,1,飲み物,170
R0459,北区,男性,60代以上,月,2024/07/28,15:45,昼,920,サンドイッチ,4,2,0,0,1,0,1,0,0,0,1,0,0,1,インスタント食品,450
R0459,北区,男性,60代以上,月,2024/07/28,15:45,昼,920,お茶,4,3,0,0,1,0,1,0,0,0,1,0,0,1,飲み物,120
R0459,北区,男性,60代以上,月,2024/07/28,15:45,昼,920,野菜ジュース,4,4,0,0,1,0,1,0,0,0,1,0,0,1,飲み物,180
R0460,北区,女性,40代,土,2024/03/19,16:56,昼,360,洗剤,2,1,0,0,1,0,0,1,0,1,0,0,1,0,掃除・衛生用品,150
R0460,北区,女性,40代,土,2024/03/19,16:56,昼,360,チョコレート,2,2,0,0,1,0,0,1,0,1,0,0,1,0,お菓子・スナック,210
R0461,北区,女性,40代,月,2024/08/30,16:12,昼,720,お茶,3,1,0,0,1,0,1,0,0,1,0,0,1,0,飲み物,120
R0461,北区,女性,40代,月,2024/08/30,16:12,昼,720,サンドイッチ,3,2,0,0,1,0,1,0,0,1,0,0,1,0,インスタント食品,450
R0461,北区,女性,40代,月,2024/08/30,16:12,昼,720,洗剤,3,3,0,0,1,0,1,0,0,1,0,0,1,0,掃除・衛生用品,150
R0462,北区,女性,20代,木,2024/01/05,08:52,朝,560,フルーツ,2,1,0,1,0,0,1,0,1,0,0,1,0,0,健康食品,270
R0462,北区,女性,20代,木,2024/01/05,08:52,朝,560,サラダ,2,2,0,1,0,0,1,0,1,0,0,1,0,0,健康食品,290
R0463,北区,男性,50代,金,2024/12/02,10:45,朝,1100,卵,5,1,0,1,0,0,1,0,0,0,1,0,0,1,主食・基本食品,240
R0463,北区,男性,50代,金,2024/12/02,10:45,朝,1100,おにぎり,5,2,0,1,0,0,1,0,0,0,1,0,0,1,主食・基本食品,140
R0463,北区,男性,50代,金,2024/12/02,10:45,朝,1100,パン,5,3,0,1,0,0,1,0,0,0,1,0,0,1,主食・基本食品,210
R0463,北区,男性,50代,金,2024/12/02,10:45,朝,1100,牛乳,5,4,0,1,0,0,1,0,0,0,1,0,0,1,主食・基本食品,330
R0463,北区,男性,50代,金,2024/12/02,10:45,朝,1100,カップ麺,5,5,0,1,0,0,1,0,0,0,1,0,0,1,インスタント食品,180
R0464,北区,男性,40代,月,2024/02/18,16:15,昼,330,トイレットペーパー,1,1,1,0,1,0,1,0,0,1,0,1,0,0,掃除・衛生用品,330
R0465,北区,女性,10代,水,2024/01/18,21:56,夜,120,お茶,1,1,1,0,0,1,1,0,1,0,0,1,0,0,飲み物,120
R0466,北区,女性,20代,金,2024/12/12,16:38,昼,340,ジュース,2,1,0,0,1,0,1,0,1,0,0,0,1,0,飲み物,170
